"","SEX","MAJOR","ACCEPT"
"1093","male","B        ","yes"
"1094","male","B        ","yes"
"1095","male","B        ","yes"
"1096","male","B        ","yes"
"1097","male","B        ","yes"
"1098","male","B        ","yes"
"1099","male","B        ","yes"
"1100","male","B        ","yes"
"1101","male","B        ","yes"
"1102","male","B        ","yes"
"1103","male","B        ","yes"
"1104","male","B        ","yes"
"1105","male","B        ","yes"
"1106","male","B        ","yes"
"1107","male","B        ","yes"
"1108","male","B        ","yes"
"1109","male","B        ","yes"
"1110","male","B        ","yes"
"1111","male","B        ","yes"
"1112","male","B        ","yes"
"1113","male","B        ","yes"
"1114","male","B        ","yes"
"1115","male","B        ","yes"
"1116","male","B        ","yes"
"1117","male","B        ","yes"
"1118","male","B        ","yes"
"1119","male","B        ","yes"
"1120","male","B        ","yes"
"1121","male","B        ","yes"
"1122","male","B        ","yes"
"1123","male","B        ","yes"
"1124","male","B        ","yes"
"1125","male","B        ","yes"
"1126","male","B        ","yes"
"1127","male","B        ","yes"
"1128","male","B        ","yes"
"1129","male","B        ","yes"
"1130","male","B        ","yes"
"1131","male","B        ","yes"
"1132","male","B        ","yes"
"1133","male","B        ","yes"
"1134","male","B        ","yes"
"1135","male","B        ","yes"
"1136","male","B        ","yes"
"1137","male","B        ","yes"
"1138","male","B        ","yes"
"1139","male","B        ","yes"
"1140","male","B        ","yes"
"1141","male","B        ","yes"
"1142","male","B        ","yes"
"1143","male","B        ","yes"
"1144","male","B        ","yes"
"1145","male","B        ","yes"
"1146","male","B        ","yes"
"1147","male","B        ","yes"
"1148","male","B        ","yes"
"1149","male","B        ","yes"
"1150","male","B        ","yes"
"1151","male","B        ","yes"
"1152","male","B        ","yes"
"1153","male","B        ","yes"
"1154","male","B        ","yes"
"1155","male","B        ","yes"
"1156","male","B        ","yes"
"1157","male","B        ","yes"
"1158","male","B        ","yes"
"1159","male","B        ","yes"
"1160","male","B        ","yes"
"1161","male","B        ","yes"
"1162","male","B        ","yes"
"1163","male","B        ","yes"
"1164","male","B        ","yes"
"1165","male","B        ","yes"
"1166","male","B        ","yes"
"1167","male","B        ","yes"
"1168","male","B        ","yes"
"1169","male","B        ","yes"
"1170","male","B        ","yes"
"1171","male","B        ","yes"
"1172","male","B        ","yes"
"1173","male","B        ","yes"
"1174","male","B        ","yes"
"1175","male","B        ","yes"
"1176","male","B        ","yes"
"1177","male","B        ","yes"
"1178","male","B        ","yes"
"1179","male","B        ","yes"
"1180","male","B        ","yes"
"1181","male","B        ","yes"
"1182","male","B        ","yes"
"1183","male","B        ","yes"
"1184","male","B        ","yes"
"1185","male","B        ","yes"
"1186","male","B        ","yes"
"1187","male","B        ","yes"
"1188","male","B        ","yes"
"1189","male","B        ","yes"
"1190","male","B        ","yes"
"1191","male","B        ","yes"
"1192","male","B        ","yes"
"1193","male","B        ","yes"
"1194","male","B        ","yes"
"1195","male","B        ","yes"
"1196","male","B        ","yes"
"1197","male","B        ","yes"
"1198","male","B        ","yes"
"1199","male","B        ","yes"
"1200","male","B        ","yes"
"1201","male","B        ","yes"
"1202","male","B        ","yes"
"1203","male","B        ","yes"
"1204","male","B        ","yes"
"1205","male","B        ","yes"
"1206","male","B        ","yes"
"1207","male","B        ","yes"
"1208","male","B        ","yes"
"1209","male","B        ","yes"
"1210","male","B        ","yes"
"1211","male","B        ","yes"
"1212","male","B        ","yes"
"1213","male","B        ","yes"
"1214","male","B        ","yes"
"1215","male","B        ","yes"
"1216","male","B        ","yes"
"1217","male","B        ","yes"
"1218","male","B        ","yes"
"1219","male","B        ","yes"
"1220","male","B        ","yes"
"1221","male","B        ","yes"
"1222","male","B        ","yes"
"1223","male","B        ","yes"
"1224","male","B        ","yes"
"1225","male","B        ","yes"
"1226","male","B        ","yes"
"1227","male","B        ","yes"
"1228","male","B        ","yes"
"1229","male","B        ","yes"
"1230","male","B        ","yes"
"1231","male","B        ","yes"
"1232","male","B        ","yes"
"1233","male","B        ","yes"
"1234","male","B        ","yes"
"1235","male","B        ","yes"
"1236","male","B        ","yes"
"1237","male","B        ","yes"
"1238","male","B        ","yes"
"1239","male","B        ","yes"
"1240","male","B        ","yes"
"1241","male","B        ","yes"
"1242","male","B        ","yes"
"1243","male","B        ","yes"
"1244","male","B        ","yes"
"1245","male","B        ","yes"
"1246","male","B        ","yes"
"1247","male","B        ","yes"
"1248","male","B        ","yes"
"1249","male","B        ","yes"
"1250","male","B        ","yes"
"1251","male","B        ","yes"
"1252","male","B        ","yes"
"1253","male","B        ","yes"
"1254","male","B        ","yes"
"1255","male","B        ","yes"
"1256","male","B        ","yes"
"1257","male","B        ","yes"
"1258","male","B        ","yes"
"1259","male","B        ","yes"
"1260","male","B        ","yes"
"1261","male","B        ","yes"
"1262","male","B        ","yes"
"1263","male","B        ","yes"
"1264","male","B        ","yes"
"1265","male","B        ","yes"
"1266","male","B        ","yes"
"1267","male","B        ","yes"
"1268","male","B        ","yes"
"1269","male","B        ","yes"
"1270","male","B        ","yes"
"1271","male","B        ","yes"
"1272","male","B        ","yes"
"1273","male","B        ","yes"
"1274","male","B        ","yes"
"1275","male","B        ","yes"
"1276","male","B        ","yes"
"1277","male","B        ","yes"
"1278","male","B        ","yes"
"1279","male","B        ","yes"
"1280","male","B        ","yes"
"1281","male","B        ","yes"
"1282","male","B        ","yes"
"1283","male","B        ","yes"
"1284","male","B        ","yes"
"1285","male","B        ","yes"
"1286","male","B        ","yes"
"1287","male","B        ","no"
"1288","male","B        ","no"
"1289","male","B        ","no"
"1290","male","B        ","no"
"1291","male","B        ","no"
"1292","male","B        ","no"
"1293","male","B        ","no"
"1294","male","B        ","no"
"1295","male","B        ","no"
"1296","male","B        ","no"
"1297","male","B        ","no"
"1298","male","B        ","no"
"1299","male","B        ","no"
"1300","male","B        ","no"
"1301","male","B        ","no"
"1302","male","B        ","no"
"1303","male","B        ","no"
"1304","male","B        ","no"
"1305","male","B        ","no"
"1306","male","B        ","no"
"1307","male","B        ","no"
"1308","male","B        ","no"
"1309","male","B        ","no"
"1310","male","B        ","no"
"1311","male","B        ","no"
"1312","male","B        ","no"
"1313","male","B        ","no"
"1314","male","B        ","no"
"1315","male","B        ","no"
"1316","male","B        ","no"
"1317","male","B        ","no"
"1318","male","B        ","no"
"1319","male","B        ","no"
"1320","male","B        ","no"
"1321","male","B        ","no"
"1322","male","B        ","no"
"1323","male","B        ","no"
"1324","male","B        ","no"
"1325","male","B        ","no"
"1326","male","B        ","no"
"1327","male","B        ","no"
"1328","male","B        ","no"
"1329","male","B        ","no"
"1330","male","B        ","no"
"1331","male","B        ","no"
"1332","male","B        ","no"
"1333","male","B        ","no"
"1334","male","B        ","no"
"1335","male","B        ","no"
"1336","male","B        ","no"
"1337","male","B        ","no"
"1338","male","B        ","no"
"1339","male","B        ","no"
"1340","male","B        ","no"
"1341","male","B        ","no"
"1342","male","B        ","no"
"1343","male","B        ","no"
"1344","male","B        ","no"
"1345","male","B        ","no"
"1346","male","B        ","no"
"1347","male","B        ","no"
"1348","male","B        ","no"
"1349","male","B        ","no"
"1350","male","B        ","no"
"1351","male","B        ","no"
"1352","male","B        ","no"
"1353","male","B        ","no"
"1354","male","B        ","no"
"1355","male","B        ","no"
"1356","male","B        ","no"
"1357","male","B        ","no"
"1358","male","B        ","no"
"1359","male","B        ","no"
"1360","male","B        ","no"
"1361","male","B        ","no"
"1362","male","B        ","no"
"1363","male","B        ","no"
"1364","male","B        ","no"
"1365","male","B        ","no"
"1366","male","B        ","no"
"1367","male","B        ","no"
"1368","male","B        ","no"
"1369","male","B        ","no"
"1370","male","B        ","no"
"1371","male","B        ","no"
"1372","male","B        ","no"
"1373","male","B        ","no"
"1374","male","B        ","no"
"1375","male","B        ","no"
"1376","male","B        ","no"
"1377","male","B        ","no"
"1378","male","B        ","no"
"1379","male","B        ","no"
"1380","male","B        ","no"
"1381","male","B        ","no"
"1382","male","B        ","no"
"1383","male","B        ","no"
"1384","male","B        ","no"
"1385","male","B        ","no"
"1386","male","B        ","no"
"1387","male","B        ","no"
"1388","male","B        ","no"
"1389","male","B        ","no"
"1390","male","B        ","no"
"1391","male","B        ","no"
"1392","male","B        ","no"
"1393","male","B        ","no"
"1394","male","B        ","no"
"1395","male","B        ","no"
"1396","male","B        ","no"
"1397","male","B        ","no"
"1398","male","B        ","no"
"1399","male","B        ","no"
"1400","male","B        ","no"
"1401","male","B        ","no"
"1402","male","B        ","no"
"1403","male","B        ","no"
"1404","male","B        ","no"
"1405","male","B        ","no"
"1406","male","B        ","no"
"1407","male","B        ","no"
"1408","male","B        ","no"
"1409","male","B        ","no"
"1410","male","B        ","no"
"1411","male","B        ","no"
"1412","male","B        ","no"
"1413","male","B        ","no"
"1414","male","B        ","no"
"1415","male","B        ","no"
"1416","male","B        ","no"
"1417","male","B        ","no"
"1418","male","B        ","no"
"1419","male","B        ","no"
"1420","male","B        ","no"
"1421","male","B        ","no"
"1422","male","B        ","no"
"1423","male","B        ","no"
"1424","male","B        ","no"
"1425","male","B        ","no"
"1426","male","B        ","no"
"1427","male","B        ","no"
"1428","male","B        ","no"
"1429","male","B        ","no"
"1430","male","B        ","no"
"1431","male","B        ","no"
"1432","male","B        ","no"
"1433","male","B        ","no"
"1434","male","B        ","no"
"1435","male","B        ","no"
"1436","male","B        ","no"
"1437","male","B        ","no"
"1438","male","B        ","no"
"1439","male","B        ","no"
"1440","male","B        ","no"
"1441","male","B        ","no"
"1442","male","B        ","no"
"1443","male","B        ","no"
"1444","male","B        ","no"
"1445","male","B        ","no"
"1446","male","B        ","no"
"1447","male","B        ","no"
"1448","male","B        ","no"
"1449","male","B        ","no"
"1450","male","B        ","no"
"1451","male","B        ","no"
"1452","male","B        ","no"
"1453","male","B        ","no"
"1454","male","B        ","no"
"1455","male","B        ","no"
"1456","male","B        ","no"
"1457","male","B        ","no"
"1458","male","B        ","no"
"1459","male","B        ","no"
"1460","male","B        ","no"
"1461","male","B        ","no"
"1462","male","B        ","no"
"1463","male","B        ","no"
"1464","male","B        ","no"
"1465","male","B        ","no"
"1466","male","B        ","no"
"1467","male","B        ","no"
"1468","male","B        ","no"
"1469","male","B        ","no"
"1470","male","B        ","no"
"1471","male","B        ","no"
"1472","male","B        ","no"
"1473","male","B        ","no"
"1474","male","B        ","no"
"1475","male","B        ","no"
"1476","male","B        ","no"
"1477","male","B        ","no"
"1478","male","B        ","no"
"1479","male","B        ","no"
"1480","male","B        ","no"
"1481","male","B        ","no"
"1482","male","B        ","no"
"1483","male","B        ","no"
"1484","male","B        ","no"
"1485","male","B        ","no"
"1486","male","B        ","no"
"1487","male","B        ","no"
"1488","male","B        ","no"
"1489","male","B        ","no"
"1490","male","B        ","no"
"1491","male","B        ","no"
"1492","male","B        ","no"
"1493","male","B        ","no"
"1494","female","B        ","yes"
"1495","female","B        ","yes"
"1496","female","B        ","yes"
"1497","female","B        ","yes"
"1498","female","B        ","yes"
"1499","female","B        ","yes"
"1500","female","B        ","yes"
"1501","female","B        ","yes"
"1502","female","B        ","yes"
"1503","female","B        ","yes"
"1504","female","B        ","yes"
"1505","female","B        ","yes"
"1506","female","B        ","yes"
"1507","female","B        ","yes"
"1508","female","B        ","yes"
"1509","female","B        ","yes"
"1510","female","B        ","yes"
"1511","female","B        ","no"
"1512","female","B        ","no"
"1513","female","B        ","no"
"1514","female","B        ","no"
"1515","female","B        ","no"
"1516","female","B        ","no"
"1517","female","B        ","no"
"1518","female","B        ","no"
"1519","male","C        ","yes"
"1520","male","C        ","yes"
"1521","male","C        ","yes"
"1522","male","C        ","yes"
"1523","male","C        ","yes"
"1524","male","C        ","yes"
"1525","male","C        ","yes"
"1526","male","C        ","yes"
"1527","male","C        ","yes"
"1528","male","C        ","yes"
"1529","male","C        ","yes"
"1530","male","C        ","yes"
"1531","male","C        ","yes"
"1532","male","C        ","yes"
"1533","male","C        ","yes"
"1534","male","C        ","yes"
"1535","male","C        ","yes"
"1536","male","C        ","yes"
"1537","male","C        ","yes"
"1538","male","C        ","yes"
"1539","male","C        ","yes"
"1540","male","C        ","yes"
"1541","male","C        ","yes"
"1542","male","C        ","yes"
"1543","male","C        ","yes"
"1544","male","C        ","yes"
"1545","male","C        ","yes"
"1546","male","C        ","yes"
"1547","male","C        ","yes"
"1548","male","C        ","yes"
"1549","male","C        ","yes"
"1550","male","C        ","yes"
"1551","male","C        ","yes"
"1552","male","C        ","yes"
"1553","male","C        ","yes"
"1554","male","C        ","yes"
"1555","male","C        ","yes"
"1556","male","C        ","yes"
"1557","male","C        ","yes"
"1558","male","C        ","yes"
"1559","male","C        ","yes"
"1560","male","C        ","yes"
"1561","male","C        ","yes"
"1562","male","C        ","yes"
"1563","male","C        ","yes"
"1564","male","C        ","yes"
"1565","male","C        ","yes"
"1566","male","C        ","yes"
"1567","male","C        ","yes"
"1568","male","C        ","yes"
"1569","male","C        ","yes"
"1570","male","C        ","yes"
"1571","male","C        ","yes"
"1572","male","C        ","yes"
"1573","male","C        ","yes"
"1574","male","C        ","yes"
"1575","male","C        ","yes"
"1576","male","C        ","yes"
"1577","male","C        ","yes"
"1578","male","C        ","yes"
"1579","male","C        ","yes"
"1580","male","C        ","yes"
"1581","male","C        ","yes"
"1582","male","C        ","yes"
"1583","male","C        ","yes"
"1584","male","C        ","yes"
"1585","male","C        ","yes"
"1586","male","C        ","yes"
"1587","male","C        ","yes"
"1588","male","C        ","yes"
"1589","male","C        ","yes"
"1590","male","C        ","yes"
"1591","male","C        ","yes"
"1592","male","C        ","yes"
"1593","male","C        ","yes"
"1594","male","C        ","yes"
"1595","male","C        ","yes"
"1596","male","C        ","yes"
"1597","male","C        ","yes"
"1598","male","C        ","yes"
"1599","male","C        ","yes"
"1600","male","C        ","yes"
"1601","male","C        ","yes"
"1602","male","C        ","yes"
"1603","male","C        ","yes"
"1604","male","C        ","yes"
"1605","male","C        ","yes"
"1606","male","C        ","yes"
"1607","male","C        ","yes"
"1608","male","C        ","yes"
"1609","male","C        ","yes"
"1610","male","C        ","yes"
"1611","male","C        ","yes"
"1612","male","C        ","yes"
"1613","male","C        ","yes"
"1614","male","C        ","yes"
"1615","male","C        ","yes"
"1616","male","C        ","yes"
"1617","male","C        ","yes"
"1618","male","C        ","yes"
"1619","male","C        ","yes"
"1620","male","C        ","yes"
"1621","male","C        ","yes"
"1622","male","C        ","yes"
"1623","male","C        ","yes"
"1624","male","C        ","yes"
"1625","male","C        ","yes"
"1626","male","C        ","yes"
"1627","male","C        ","yes"
"1628","male","C        ","yes"
"1629","male","C        ","yes"
"1630","male","C        ","yes"
"1631","male","C        ","yes"
"1632","male","C        ","yes"
"1633","male","C        ","yes"
"1634","male","C        ","yes"
"1635","male","C        ","yes"
"1636","male","C        ","yes"
"1637","male","C        ","yes"
"1638","male","C        ","yes"
"1639","male","C        ","no"
"1640","male","C        ","no"
"1641","male","C        ","no"
"1642","male","C        ","no"
"1643","male","C        ","no"
"1644","male","C        ","no"
"1645","male","C        ","no"
"1646","male","C        ","no"
"1647","male","C        ","no"
"1648","male","C        ","no"
"1649","male","C        ","no"
"1650","male","C        ","no"
"1651","male","C        ","no"
"1652","male","C        ","no"
"1653","male","C        ","no"
"1654","male","C        ","no"
"1655","male","C        ","no"
"1656","male","C        ","no"
"1657","male","C        ","no"
"1658","male","C        ","no"
"1659","male","C        ","no"
"1660","male","C        ","no"
"1661","male","C        ","no"
"1662","male","C        ","no"
"1663","male","C        ","no"
"1664","male","C        ","no"
"1665","male","C        ","no"
"1666","male","C        ","no"
"1667","male","C        ","no"
"1668","male","C        ","no"
"1669","male","C        ","no"
"1670","male","C        ","no"
"1671","male","C        ","no"
"1672","male","C        ","no"
"1673","male","C        ","no"
"1674","male","C        ","no"
"1675","male","C        ","no"
"1676","male","C        ","no"
"1677","male","C        ","no"
"1678","male","C        ","no"
"1679","male","C        ","no"
"1680","male","C        ","no"
"1681","male","C        ","no"
"1682","male","C        ","no"
"1683","male","C        ","no"
"1684","male","C        ","no"
"1685","male","C        ","no"
"1686","male","C        ","no"
"1687","male","C        ","no"
"1688","male","C        ","no"
"1689","male","C        ","no"
"1690","male","C        ","no"
"1691","male","C        ","no"
"1692","male","C        ","no"
"1693","male","C        ","no"
"1694","male","C        ","no"
"1695","male","C        ","no"
"1696","male","C        ","no"
"1697","male","C        ","no"
"1698","male","C        ","no"
"1699","male","C        ","no"
"1700","male","C        ","no"
"1701","male","C        ","no"
"1702","male","C        ","no"
"1703","male","C        ","no"
"1704","male","C        ","no"
"1705","male","C        ","no"
"1706","male","C        ","no"
"1707","male","C        ","no"
"1708","male","C        ","no"
"1709","male","C        ","no"
"1710","male","C        ","no"
"1711","male","C        ","no"
"1712","male","C        ","no"
"1713","male","C        ","no"
"1714","male","C        ","no"
"1715","male","C        ","no"
"1716","male","C        ","no"
"1717","male","C        ","no"
"1718","male","C        ","no"
"1719","male","C        ","no"
"1720","male","C        ","no"
"1721","male","C        ","no"
"1722","male","C        ","no"
"1723","male","C        ","no"
"1724","male","C        ","no"
"1725","male","C        ","no"
"1726","male","C        ","no"
"1727","male","C        ","no"
"1728","male","C        ","no"
"1729","male","C        ","no"
"1730","male","C        ","no"
"1731","male","C        ","no"
"1732","male","C        ","no"
"1733","male","C        ","no"
"1734","male","C        ","no"
"1735","male","C        ","no"
"1736","male","C        ","no"
"1737","male","C        ","no"
"1738","male","C        ","no"
"1739","male","C        ","no"
"1740","male","C        ","no"
"1741","male","C        ","no"
"1742","male","C        ","no"
"1743","male","C        ","no"
"1744","male","C        ","no"
"1745","male","C        ","no"
"1746","male","C        ","no"
"1747","male","C        ","no"
"1748","male","C        ","no"
"1749","male","C        ","no"
"1750","male","C        ","no"
"1751","male","C        ","no"
"1752","male","C        ","no"
"1753","male","C        ","no"
"1754","male","C        ","no"
"1755","male","C        ","no"
"1756","male","C        ","no"
"1757","male","C        ","no"
"1758","male","C        ","no"
"1759","male","C        ","no"
"1760","male","C        ","no"
"1761","male","C        ","no"
"1762","male","C        ","no"
"1763","male","C        ","no"
"1764","male","C        ","no"
"1765","male","C        ","no"
"1766","male","C        ","no"
"1767","male","C        ","no"
"1768","male","C        ","no"
"1769","male","C        ","no"
"1770","male","C        ","no"
"1771","male","C        ","no"
"1772","male","C        ","no"
"1773","male","C        ","no"
"1774","male","C        ","no"
"1775","male","C        ","no"
"1776","male","C        ","no"
"1777","male","C        ","no"
"1778","male","C        ","no"
"1779","male","C        ","no"
"1780","male","C        ","no"
"1781","male","C        ","no"
"1782","male","C        ","no"
"1783","male","C        ","no"
"1784","male","C        ","no"
"1785","male","C        ","no"
"1786","male","C        ","no"
"1787","male","C        ","no"
"1788","male","C        ","no"
"1789","male","C        ","no"
"1790","male","C        ","no"
"1791","male","C        ","no"
"1792","male","C        ","no"
"1793","male","C        ","no"
"1794","male","C        ","no"
"1795","male","C        ","no"
"1796","male","C        ","no"
"1797","male","C        ","no"
"1798","male","C        ","no"
"1799","male","C        ","no"
"1800","male","C        ","no"
"1801","male","C        ","no"
"1802","male","C        ","no"
"1803","male","C        ","no"
"1804","male","C        ","no"
"1805","male","C        ","no"
"1806","male","C        ","no"
"1807","male","C        ","no"
"1808","male","C        ","no"
"1809","male","C        ","no"
"1810","male","C        ","no"
"1811","male","C        ","no"
"1812","male","C        ","no"
"1813","male","C        ","no"
"1814","male","C        ","no"
"1815","male","C        ","no"
"1816","male","C        ","no"
"1817","male","C        ","no"
"1818","male","C        ","no"
"1819","male","C        ","no"
"1820","male","C        ","no"
"1821","male","C        ","no"
"1822","male","C        ","no"
"1823","male","C        ","no"
"1824","male","C        ","no"
"1825","male","C        ","no"
"1826","male","C        ","no"
"1827","male","C        ","no"
"1828","male","C        ","no"
"1829","male","C        ","no"
"1830","male","C        ","no"
"1831","male","C        ","no"
"1832","male","C        ","no"
"1833","male","C        ","no"
"1834","male","C        ","no"
"1835","male","C        ","no"
"1836","male","C        ","no"
"1837","male","C        ","no"
"1838","male","C        ","no"
"1839","male","C        ","no"
"1840","male","C        ","no"
"1841","male","C        ","no"
"1842","male","C        ","no"
"1843","male","C        ","no"
"1844","female","C        ","yes"
"1845","female","C        ","yes"
"1846","female","C        ","yes"
"1847","female","C        ","yes"
"1848","female","C        ","yes"
"1849","female","C        ","yes"
"1850","female","C        ","yes"
"1851","female","C        ","yes"
"1852","female","C        ","yes"
"1853","female","C        ","yes"
"1854","female","C        ","yes"
"1855","female","C        ","yes"
"1856","female","C        ","yes"
"1857","female","C        ","yes"
"1858","female","C        ","yes"
"1859","female","C        ","yes"
"1860","female","C        ","yes"
"1861","female","C        ","yes"
"1862","female","C        ","yes"
"1863","female","C        ","yes"
"1864","female","C        ","yes"
"1865","female","C        ","yes"
"1866","female","C        ","yes"
"1867","female","C        ","yes"
"1868","female","C        ","yes"
"1869","female","C        ","yes"
"1870","female","C        ","yes"
"1871","female","C        ","yes"
"1872","female","C        ","yes"
"1873","female","C        ","yes"
"1874","female","C        ","yes"
"1875","female","C        ","yes"
"1876","female","C        ","yes"
"1877","female","C        ","yes"
"1878","female","C        ","yes"
"1879","female","C        ","yes"
"1880","female","C        ","yes"
"1881","female","C        ","yes"
"1882","female","C        ","yes"
"1883","female","C        ","yes"
"1884","female","C        ","yes"
"1885","female","C        ","yes"
"1886","female","C        ","yes"
"1887","female","C        ","yes"
"1888","female","C        ","yes"
"1889","female","C        ","yes"
"1890","female","C        ","yes"
"1891","female","C        ","yes"
"1892","female","C        ","yes"
"1893","female","C        ","yes"
"1894","female","C        ","yes"
"1895","female","C        ","yes"
"1896","female","C        ","yes"
"1897","female","C        ","yes"
"1898","female","C        ","yes"
"1899","female","C        ","yes"
"1900","female","C        ","yes"
"1901","female","C        ","yes"
"1902","female","C        ","yes"
"1903","female","C        ","yes"
"1904","female","C        ","yes"
"1905","female","C        ","yes"
"1906","female","C        ","yes"
"1907","female","C        ","yes"
"1908","female","C        ","yes"
"1909","female","C        ","yes"
"1910","female","C        ","yes"
"1911","female","C        ","yes"
"1912","female","C        ","yes"
"1913","female","C        ","yes"
"1914","female","C        ","yes"
"1915","female","C        ","yes"
"1916","female","C        ","yes"
"1917","female","C        ","yes"
"1918","female","C        ","yes"
"1919","female","C        ","yes"
"1920","female","C        ","yes"
"1921","female","C        ","yes"
"1922","female","C        ","yes"
"1923","female","C        ","yes"
"1924","female","C        ","yes"
"1925","female","C        ","yes"
"1926","female","C        ","yes"
"1927","female","C        ","yes"
"1928","female","C        ","yes"
"1929","female","C        ","yes"
"1930","female","C        ","yes"
"1931","female","C        ","yes"
"1932","female","C        ","yes"
"1933","female","C        ","yes"
"1934","female","C        ","yes"
"1935","female","C        ","yes"
"1936","female","C        ","yes"
"1937","female","C        ","yes"
"1938","female","C        ","yes"
"1939","female","C        ","yes"
"1940","female","C        ","yes"
"1941","female","C        ","yes"
"1942","female","C        ","yes"
"1943","female","C        ","yes"
"1944","female","C        ","yes"
"1945","female","C        ","yes"
"1946","female","C        ","yes"
"1947","female","C        ","yes"
"1948","female","C        ","yes"
"1949","female","C        ","yes"
"1950","female","C        ","yes"
"1951","female","C        ","yes"
"1952","female","C        ","yes"
"1953","female","C        ","yes"
"1954","female","C        ","yes"
"1955","female","C        ","yes"
"1956","female","C        ","yes"
"1957","female","C        ","yes"
"1958","female","C        ","yes"
"1959","female","C        ","yes"
"1960","female","C        ","yes"
"1961","female","C        ","yes"
"1962","female","C        ","yes"
"1963","female","C        ","yes"
"1964","female","C        ","yes"
"1965","female","C        ","yes"
"1966","female","C        ","yes"
"1967","female","C        ","yes"
"1968","female","C        ","yes"
"1969","female","C        ","yes"
"1970","female","C        ","yes"
"1971","female","C        ","yes"
"1972","female","C        ","yes"
"1973","female","C        ","yes"
"1974","female","C        ","yes"
"1975","female","C        ","yes"
"1976","female","C        ","yes"
"1977","female","C        ","yes"
"1978","female","C        ","yes"
"1979","female","C        ","yes"
"1980","female","C        ","yes"
"1981","female","C        ","yes"
"1982","female","C        ","yes"
"1983","female","C        ","yes"
"1984","female","C        ","yes"
"1985","female","C        ","yes"
"1986","female","C        ","yes"
"1987","female","C        ","yes"
"1988","female","C        ","yes"
"1989","female","C        ","yes"
"1990","female","C        ","yes"
"1991","female","C        ","yes"
"1992","female","C        ","yes"
"1993","female","C        ","yes"
"1994","female","C        ","yes"
"1995","female","C        ","yes"
"1996","female","C        ","yes"
"1997","female","C        ","yes"
"1998","female","C        ","yes"
"1999","female","C        ","yes"
"2000","female","C        ","yes"
"2001","female","C        ","yes"
"2002","female","C        ","yes"
"2003","female","C        ","yes"
"2004","female","C        ","yes"
"2005","female","C        ","yes"
"2006","female","C        ","yes"
"2007","female","C        ","yes"
"2008","female","C        ","yes"
"2009","female","C        ","yes"
"2010","female","C        ","yes"
"2011","female","C        ","yes"
"2012","female","C        ","yes"
"2013","female","C        ","yes"
"2014","female","C        ","yes"
"2015","female","C        ","yes"
"2016","female","C        ","yes"
"2017","female","C        ","yes"
"2018","female","C        ","yes"
"2019","female","C        ","yes"
"2020","female","C        ","yes"
"2021","female","C        ","yes"
"2022","female","C        ","yes"
"2023","female","C        ","yes"
"2024","female","C        ","yes"
"2025","female","C        ","yes"
"2026","female","C        ","yes"
"2027","female","C        ","yes"
"2028","female","C        ","yes"
"2029","female","C        ","yes"
"2030","female","C        ","yes"
"2031","female","C        ","yes"
"2032","female","C        ","yes"
"2033","female","C        ","yes"
"2034","female","C        ","yes"
"2035","female","C        ","yes"
"2036","female","C        ","yes"
"2037","female","C        ","yes"
"2038","female","C        ","yes"
"2039","female","C        ","yes"
"2040","female","C        ","yes"
"2041","female","C        ","yes"
"2042","female","C        ","yes"
"2043","female","C        ","yes"
"2044","female","C        ","yes"
"2045","female","C        ","yes"
"2046","female","C        ","no"
"2047","female","C        ","no"
"2048","female","C        ","no"
"2049","female","C        ","no"
"2050","female","C        ","no"
"2051","female","C        ","no"
"2052","female","C        ","no"
"2053","female","C        ","no"
"2054","female","C        ","no"
"2055","female","C        ","no"
"2056","female","C        ","no"
"2057","female","C        ","no"
"2058","female","C        ","no"
"2059","female","C        ","no"
"2060","female","C        ","no"
"2061","female","C        ","no"
"2062","female","C        ","no"
"2063","female","C        ","no"
"2064","female","C        ","no"
"2065","female","C        ","no"
"2066","female","C        ","no"
"2067","female","C        ","no"
"2068","female","C        ","no"
"2069","female","C        ","no"
"2070","female","C        ","no"
"2071","female","C        ","no"
"2072","female","C        ","no"
"2073","female","C        ","no"
"2074","female","C        ","no"
"2075","female","C        ","no"
"2076","female","C        ","no"
"2077","female","C        ","no"
"2078","female","C        ","no"
"2079","female","C        ","no"
"2080","female","C        ","no"
"2081","female","C        ","no"
"2082","female","C        ","no"
"2083","female","C        ","no"
"2084","female","C        ","no"
"2085","female","C        ","no"
"2086","female","C        ","no"
"2087","female","C        ","no"
"2088","female","C        ","no"
"2089","female","C        ","no"
"2090","female","C        ","no"
"2091","female","C        ","no"
"2092","female","C        ","no"
"2093","female","C        ","no"
"2094","female","C        ","no"
"2095","female","C        ","no"
"2096","female","C        ","no"
"2097","female","C        ","no"
"2098","female","C        ","no"
"2099","female","C        ","no"
"2100","female","C        ","no"
"2101","female","C        ","no"
"2102","female","C        ","no"
"2103","female","C        ","no"
"2104","female","C        ","no"
"2105","female","C        ","no"
"2106","female","C        ","no"
"2107","female","C        ","no"
"2108","female","C        ","no"
"2109","female","C        ","no"
"2110","female","C        ","no"
"2111","female","C        ","no"
"2112","female","C        ","no"
"2113","female","C        ","no"
"2114","female","C        ","no"
"2115","female","C        ","no"
"2116","female","C        ","no"
"2117","female","C        ","no"
"2118","female","C        ","no"
"2119","female","C        ","no"
"2120","female","C        ","no"
"2121","female","C        ","no"
"2122","female","C        ","no"
"2123","female","C        ","no"
"2124","female","C        ","no"
"2125","female","C        ","no"
"2126","female","C        ","no"
